Accession,Planting,Country,State,County,Google_Latitude,Google_Longitude,PosNum,LCMSplantingID,Ozark_Chinquapin,ID,num_traits,Date,num_values,Surv,Notes,sEmergeDate,lEmergeDate
2024-0256,8,United States,Missouri,Barry,36.71275301,-93.84828622,520,2024-0256-8,TRUE,41 - 8,stNum,2024-09-17,1,Y,NA,2024-03-18,2024-04-15
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,basDia,2024-05-03,2,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,basDia,2024-06-13,1.85,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,basDia,2024-07-12,1.82,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,basDia,2024-08-15,2.21,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,basDia,2024-09-17,2.74,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,leafL,2024-05-03,0.7,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,leafL,2024-06-13,1.5,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,leafL,2024-07-12,4,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,leafL,2024-08-15,3.8,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,leafL,2024-09-17,6.4,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,leafN,2024-05-03,1,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,leafN,2024-06-13,2,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,leafN,2024-07-12,8,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,leafN,2024-08-15,12,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,leafN,2024-09-17,13,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,leafW,2024-05-03,0.3,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,leafW,2024-06-13,1,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,leafW,2024-07-12,1.8,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,leafW,2024-08-15,1.7,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,leafW,2024-09-17,2.8,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,stLeng,2024-05-03,3.5,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,stLeng,2024-06-13,5,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,stLeng,2024-07-12,6.7,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,stLeng,2024-08-15,7.7,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,stLeng,2024-09-17,8.3,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,stNum,2024-05-03,1,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,stNum,2024-06-13,1,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,stNum,2024-07-12,1,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,stNum,2024-08-15,1,Y,NA,2024-03-18,2024-04-29
2024-0239,14,United States,Missouri,Barry,36.71275301,-93.84828622,521,2024-0239-14,TRUE,17 - 14,stNum,2024-09-17,1,Y,NA,2024-03-18,2024-04-29
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,basDia,2024-05-03,2.36,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,basDia,2024-06-13,3.21,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,basDia,2024-07-12,4.15,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,basDia,2024-08-15,4.88,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,basDia,2024-09-17,2.98,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,leafL,2024-05-03,3.4,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,leafL,2024-06-13,11,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,leafL,2024-07-12,11.4,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,leafL,2024-08-15,11.2,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,leafL,2024-09-17,10.5,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,leafN,2024-05-03,6,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,leafN,2024-06-13,9,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,leafN,2024-07-12,9,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,leafN,2024-08-15,9,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,leafN,2024-09-17,9,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,leafW,2024-05-03,1.9,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,leafW,2024-06-13,5,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,leafW,2024-07-12,5.1,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,leafW,2024-08-15,5,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,leafW,2024-09-17,4.7,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,stLeng,2024-05-03,10.3,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,stLeng,2024-06-13,12,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,stLeng,2024-07-12,12.4,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,stLeng,2024-08-15,12.8,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,stLeng,2024-09-17,13.2,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,stNum,2024-05-03,1,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,stNum,2024-06-13,1,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,stNum,2024-07-12,1,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,stNum,2024-08-15,1,Y,NA,2024-03-25,2024-04-22
2024-0241,8,United States,Arkansas,Searcy,35.24302748,-91.73355094,523,2024-0241-8,TRUE,19 - 8,stNum,2024-09-17,1,Y,NA,2024-03-25,2024-04-22
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,basDia,2024-05-03,1.98,Y,Curled leaf measured,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,basDia,2024-06-13,3.26,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,basDia,2024-07-12,2.6,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,basDia,2024-08-15,3.35,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,basDia,2024-09-17,3.16,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,leafL,2024-05-03,8.5,Y,Curled leaf measured,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,leafL,2024-06-13,9,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,leafL,2024-07-12,10.3,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,leafL,2024-08-15,10.6,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,leafL,2024-09-17,9,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,leafN,2024-05-03,6,Y,Curled leaf measured,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,leafN,2024-06-13,7,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,leafN,2024-07-12,7,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,leafN,2024-08-15,7,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,leafN,2024-09-17,19,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,leafW,2024-05-03,4.1,Y,Curled leaf measured,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,leafW,2024-06-13,3,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,leafW,2024-07-12,4.4,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,leafW,2024-08-15,4.7,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,leafW,2024-09-17,4.2,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,stLeng,2024-05-03,10.4,Y,Curled leaf measured,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,stLeng,2024-06-13,10.5,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,stLeng,2024-07-12,10.3,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,stLeng,2024-08-15,10.9,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,stLeng,2024-09-17,10.5,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,stNum,2024-05-03,1,Y,Curled leaf measured,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,stNum,2024-06-13,1,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,stNum,2024-07-12,1,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,stNum,2024-08-15,1,Y,NA,2024-03-18,2024-03-25
2024-0276,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,524,2024-0276-3,TRUE,107 - 3,stNum,2024-09-17,1,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,basDia,2024-05-03,1.68,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,basDia,2024-06-13,2.06,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,basDia,2024-07-12,2.38,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,basDia,2024-08-15,3.28,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,basDia,2024-09-17,3.29,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,leafL,2024-05-03,6.8,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,leafL,2024-06-13,6.5,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,leafL,2024-07-12,6.5,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,leafL,2024-08-15,7.4,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,leafL,2024-09-17,14.2,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,leafN,2024-05-03,5,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,leafN,2024-06-13,6,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,leafN,2024-07-12,6,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,leafN,2024-08-15,9,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,leafN,2024-09-17,12,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,leafW,2024-05-03,3.6,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,leafW,2024-06-13,3.5,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,leafW,2024-07-12,3.4,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,leafW,2024-08-15,3.2,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,leafW,2024-09-17,5.6,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,stLeng,2024-05-03,6.4,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,stLeng,2024-06-13,7,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,stLeng,2024-07-12,6.4,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,stLeng,2024-08-15,7.7,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,stLeng,2024-09-17,11.4,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,stNum,2024-05-03,1,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,stNum,2024-06-13,1,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,stNum,2024-07-12,1,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,stNum,2024-08-15,1,Y,NA,2024-03-18,2024-03-25
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,stNum,2024-09-17,1,Y,NA,2024-03-18,2024-03-25
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,basDia,2024-05-03,2.03,Y,Curled leaf measured,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,basDia,2024-06-13,2.95,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,basDia,2024-07-12,3.42,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,basDia,2024-08-15,4.2,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,basDia,2024-09-17,3.68,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,leafL,2024-05-03,8.3,Y,Curled leaf measured,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,leafL,2024-06-13,8.3,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,leafL,2024-07-12,8,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,leafL,2024-08-15,9.1,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,leafL,2024-09-17,13.3,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,leafN,2024-05-03,8,Y,Curled leaf measured,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,leafN,2024-06-13,8,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,leafN,2024-07-12,8,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,leafN,2024-08-15,17,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,leafN,2024-09-17,19,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,leafW,2024-05-03,4.1,Y,Curled leaf measured,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,leafW,2024-06-13,4.1,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,leafW,2024-07-12,3.9,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,leafW,2024-08-15,3.8,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,leafW,2024-09-17,5.5,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,stLeng,2024-05-03,10.1,Y,Curled leaf measured,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,stLeng,2024-06-13,10.6,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,stLeng,2024-07-12,11.2,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,stLeng,2024-08-15,13.5,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,stLeng,2024-09-17,15,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,stNum,2024-05-03,1,Y,Curled leaf measured,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,stNum,2024-06-13,1,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,stNum,2024-07-12,1,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,stNum,2024-08-15,1,Y,NA,2024-02-28,2024-03-05
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,stNum,2024-09-17,1,Y,NA,2024-02-28,2024-03-05
2024-0237,2,United States,Missouri,Barry,36.71275301,-93.84828622,531,2024-0237-2,TRUE,13 - 2,basDia,2024-05-03,1.77,Y,Curled leaf measured,2024-04-01,2024-04-08
2024-0237,2,United States,Missouri,Barry,36.71275301,-93.84828622,531,2024-0237-2,TRUE,13 - 2,basDia,2024-06-13,2.79,Y,NA,2024-04-01,2024-04-08
