PosNum,LCMSplantingID,Accession,Planting,Ozark_Chinquapin,ID,Date.1,sEmerge.1,lEmerge.1,Surv.1,basDia.1,stNum.1,stLeng.1,leafL.1,leafW.1,leafN.1,L.stg.1.1,L.stg.2.1,L.stg.3.1,L.stg.4.1,Notes.1,Date.2,sEmerge.2,lEmerge.2,Surv.2,stNum.2,stLeng.2,basDia.2,leafN.2,leafL.2,leafW.2,Notes.2,Date.3,sEmerge.3,lEmerge.3,sEmergeDate,lEmergeDate,Surv.3,stNum.3,stLeng.3,basDia.3,leafN.3,leafL.3,leafW.3,Notes.3,Date.4,Surv.4,stNum.4,stLeng.4,basDia.4,leafN.4,leafL.4,leafW.4,Notes.4,Date.5,Surv.5,stNum.5,stLeng.5,basDia.5,leafN.5,leafL.5,leafW.5,Notes.5
198,2024-0227-8,2024-0227,8,T,3 - 8,5/3/24,N,N,Y,NA,1,0.1,NA,NA,0,Y,N,N,N,Too small to measure basal diameter.,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
199,2024-0243-4,2024-0243,4,T,23 - 4,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
200,2024-0269-2,2024-0269,2,T,93 - 2,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
201,2024-0260-2,2024-0260,2,T,48 - 2,5/3/24,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No green stem.,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,2/28/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
202,2024-0253-12,2024-0253,12,T,36 - 12,5/3/24,Y,N,Y,1.35,1,7.8,3.8,2.5,5,Y,N,Y,N,,6/13/24,Y,N,Y,1,8.9,2.12,7,5.8,2.7,,7/12/24,Y,N,2/13/24,,Y,1,8.4,2.54,7,6.2,3,,8/15/24,Y,1,9.4,2.94,7,6.8,2.9,,9/17/24,Y,2,8.8,3.32,11,6.2,2.7,
203,2024-0261-5,2024-0261,5,T,49 - 5,5/3/24,Y,Y,Y,1.84,1,4.4,0.3,0.2,1,Y,Y,N,N,,6/13/24,Y,Y,Y,1,6.8,2.53,5,9.2,3.9,,7/12/24,Y,Y,3/18/24,4/22/24,Y,1,7,2.86,5,9.4,4.2,,8/15/24,Y,1,8,4.27,5,9.5,4.3,,9/17/24,Y,1,7.5,4.37,5,9.2,4,
204,2024-0242-21,2024-0242,21,T,22 - 21,5/3/24,Y,Y,Y,2.29,1,10.5,12.4,5.6,8,Y,Y,N,N,,6/13/24,Y,Y,Y,1,10,2.97,8,11.9,5.4,,7/12/24,Y,Y,2/28/24,2/28/24,Y,1,10.5,3.09,8,12.3,5.5,,8/15/24,Y,1,10.4,3.22,8,12.6,5.7,,9/17/24,Y,1,10.4,2.71,0,NA,NA,No green leaf to measure. 
205,2024-0234-2,2024-0234,2,T,10 - 2,5/3/24,Y,Y,Y,1.83,1,7.6,7.8,4.7,5,Y,Y,N,N,,6/13/24,Y,Y,Y,1,7.8,2.22,6,7.3,4.5,,7/12/24,Y,Y,2/28/24,3/5/24,Y,1,7.6,3.38,6,7.5,3.7,,8/15/24,Y,1,8.6,3.04,6,7.8,4.5,,9/17/24,Y,1,7.9,3.51,17,13.1,5.5,
206,2024-0244-14,2024-0244,14,T,24 - 14,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,Y,1,4.4,0.76,5,3.5,1.7,,7/12/24,Y,Y,5/20/24,5/20/24,Y,1,5.7,1.28,6,5.6,2.6,,8/15/24,Y,1,7.5,1.52,10,5.8,2.7,,9/17/24,Y,1,12.5,2.95,13,11.5,4.3,
207,2024-0252-6,2024-0252,6,T,35 - 6,5/3/24,Y,Y,Y,2.12,1,10.1,9.4,4.6,7,Y,Y,N,Y,,6/13/24,Y,Y,Y,1,11,2.57,9,8.9,3.5,,7/12/24,Y,Y,2/20/24,4/8/24,Y,1,10.9,3.4,9,9.7,4.3,,8/15/24,Y,1,11.2,3.91,9,10,4.3,,9/17/24,Y,2,10.9,3.22,17,11.5,4.8,
208,2024-0267-1,2024-0267,1,T,80 - 1,5/3/24,N,Y,Y,1.25,2,9.5,7.9,4.1,5,Y,Y,Y,N,,6/13/24,N,Y,Y,1,10.3,1.72,8,7.5,3.9,,7/12/24,N,Y,-,4/8/24,Y,1,10.4,2.08,7,7.7,4.1,,8/15/24,Y,1,13.5,2.58,19,7.7,3.9,,9/17/24,Y,1,15.8,3.03,35,11.8,4.2,
209,2024-0275-6,2024-0275,6,F,105 - 6,5/3/24,N,Y,Y,2.17,1,9.9,8.2,4.1,8,Y,Y,Y,N,,6/13/24,N,Y,Y,1,14.7,2.74,14,9.5,4.3,,7/12/24,N,Y,-,4/8/24,Y,1,14.4,3.22,0,NA,NA,,8/15/24,Y,1,14.8,3.6,24,7.8,3.1,,9/17/24,Y,1,15.5,4.05,26,9.1,3.7,
210,2024-0226-15,2024-0226,15,T,2 - 15,5/3/24,N,Y,Y,0.88,1,4.5,4.3,2.1,4,Y,N,Y,Y,,6/13/24,N,Y,Y,1,8.6,1.72,9,9.2,3,,7/12/24,N,Y,-,3/25/24,Y,1,9.2,2.24,10,8.7,3.4,,8/15/24,Y,1,10.6,3.02,13,9.8,3.2,,9/17/24,Y,1,10.4,3.1,12,9.5,3.1,
211,2024-0238-11,2024-0238,11,T,16 - 11,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
212,2024-0245-1,2024-0245,1,T,25 - 1,5/3/24,N,Y,Y,0.97,1,6,6.3,3.6,5,Y,Y,N,N,,6/13/24,N,Y,Y,1,10.6,2.88,9,9.3,3.6,,7/12/24,N,Y,-,4/8/24,Y,1,10.5,3.32,10,9.2,4.1,,8/15/24,Y,1,11.3,3.66,10,9.3,3.7,,9/17/24,Y,1,10.8,3.67,16,9.2,3.8,
213,2024-0246-9,2024-0246,9,T,27 - 9,5/3/24,Y,Y,Y,1.67,1,6.4,3.7,1.8,3,Y,Y,Y,N,,6/13/24,Y,Y,Y,1,9.8,2.69,6,11.5,5.1,,7/12/24,Y,Y,3/25/24,4/15/24,Y,1,8.9,3.32,5,12.1,5.1,,8/15/24,Y,1,9.6,4.6,7,12.3,5.2,,9/17/24,Y,1,10.6,4.62,9,11.8,5,
214,2024-0245-7,2024-0245,7,T,25 - 7,5/3/24,N,N,Y,0.64,1,5,1.5,0.7,2,Y,Y,N,Y,,6/13/24,N,N,Y,1,10.5,1.41,8,7,3.4,,7/12/24,N,Y,-,5/6/24,Y,1,10.2,1.58,8,7.5,3.5,,8/15/24,Y,1,10.8,2.35,9,7.6,3.2,,9/17/24,Y,1,11.9,2.25,24,10.8,5,
215,2024-0231-1,2024-0231,1,T,7 - 1,5/3/24,Y,Y,Y,1.62,1,6.8,5.3,3.1,7,Y,Y,N,N,,6/13/24,Y,Y,Y,1,7.2,2.16,7,4.5,2.5,,7/12/24,Y,Y,3/5/24,3/25/24,Y,1,6.9,2.15,7,5.1,2.9,,8/15/24,Y,1,7.3,2.44,7,5.4,2.7,,9/17/24,Y,1,6.7,2.37,11,6.5,3.8,
216,2024-0247-10,2024-0247,10,T,28 - 10,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
217,2024-0256-10,2024-0256,10,T,41 - 10,5/3/24,Y,Y,Y,1.31,3,3.9,NA,NA,0,Y,N,Y,Y,,6/13/24,Y,Y,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,Y,3/18/24,4/22/24,Y,1,3.6,1.23,0,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
218,2024-0276-19,2024-0276,19,T,107 - 19,5/3/24,Y,Y,Y,2.11,1,13.4,6.4,3.5,9,Y,Y,Y,Y,,6/13/24,Y,Y,Y,1,11.7,3.09,14,6,3.3,,7/12/24,Y,Y,3/18/24,4/1/24,Y,1,13.4,2.58,13,6.8,3.9,,8/15/24,Y,1,14.3,3.98,16,7,3.8,,9/17/24,Y,3,14,3.22,23,6.2,3.8,
219,2024-0273-1,2024-0273,1,T,97 - 1,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
220,2024-0256-12,2024-0256,12,T,41 - 12,5/3/24,Y,N,Y,2.21,1,4.7,NA,NA,0,Y,N,N,N,,6/13/24,Y,N,Y,1,10.3,2.18,9,6.5,3.2,,7/12/24,Y,Y,3/18/24,5/6/24,Y,1,11,2.61,9,8.3,4.1,,8/15/24,Y,1,11.3,4.02,9,8.5,3.6,,9/17/24,Y,2,11.5,3.27,15,8,4,
221,2024-0238-7,2024-0238,7,T,16 - 7,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
222,2024-0259-3,2024-0259,3,F,45 - 3,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,Y,1,5.6,0.82,7,5.2,2.2,,7/12/24,Y,Y,5/20/24,5/28/24,Y,1,11.1,1.29,9,5.7,2.2,,8/15/24,Y,1,8.6,1.84,8,6.2,2.5,,9/17/24,Y,2,7.6,2.14,19,8,3.4,
223,2024-0259-22,2024-0259,22,F,45 - 22,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
224,2024-0252-8,2024-0252,8,T,35 - 8,5/3/24,Y,Y,Y,1.8,1,10.1,10.3,5.1,4,Y,Y,N,N,,6/13/24,Y,Y,Y,1,10.4,2.51,5,9.2,4.5,,7/12/24,Y,Y,3/18/24,4/22/24,Y,1,7.6,2.66,5,10.9,4.9,,8/15/24,Y,1,11.5,3.62,5,10.5,4.7,,9/17/24,Y,1,11.7,3.23,13,10.8,4.8,
225,2024-0276-17,2024-0276,17,T,107 - 17,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
226,2024-0250-6,2024-0250,6,T,31 - 6,5/3/24,Y,Y,Y,2.17,1,9.4,5,2.4,5,Y,N,Y,N,,6/13/24,Y,Y,Y,1,9.9,3.41,7,7.5,3.5,,7/12/24,Y,Y,3/18/24,4/22/24,Y,1,10.3,3.17,7,7.8,3.5,,8/15/24,Y,1,10.9,4.59,7,7.5,3.7,,9/17/24,Y,2,12,4.93,14,13,6.2,
227,2024-0231-2,2024-0231,2,T,7 - 2,5/3/24,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No green stem.,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,3/18/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
228,2024-0249-4,2024-0249,4,T,30 - 4,5/3/24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No green stem.,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,Y,1,4.8,0.78,5,2.8,1.5,,8/15/24,Y,1,9.5,2.79,9,8,3.1,,9/17/24,Y,1,11.6,2.97,13,10.8,4,
229,2024-0273-6,2024-0273,6,T,97 - 6,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
230,2024-0252-5,2024-0252,5,T,35 - 5,5/3/24,N,N,Y,1.96,1,3.3,0.3,0.2,1,Y,N,N,N,,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,Y,1,3.6,1.72,0,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
231,2024-0247-15,2024-0247,15,T,28 - 15,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
232,2024-0260-11,2024-0260,11,T,48 - 11,5/3/24,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No green stem.,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,2/13/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
233,2024-0230-6,2024-0230,6,F,6 - 6,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
234,2024-0242-7,2024-0242,7,T,22 - 7,5/3/24,Y,Y,Y,2.64,1,9,8.3,4,8,Y,Y,N,N,,6/13/24,Y,Y,Y,1,8.8,2.99,8,8.4,3.9,,7/12/24,Y,Y,1/30/24,3/5/24,Y,1,8.4,2.94,8,8.7,3.9,,8/15/24,Y,1,8.6,3.79,8,8.6,3.9,,9/17/24,Y,1,8.8,3.78,15,9.1,4.7,
235,2024-0256-14,2024-0256,14,T,41 - 14,5/3/24,Y,N,Y,2.13,1,3.7,0.4,0.3,1,Y,Y,Y,N,,6/13/24,Y,N,Y,1,9.8,2.56,6,8.7,3.5,,7/12/24,Y,Y,3/11/24,5/6/24,Y,1,9,2.34,6,8.9,3.6,,8/15/24,Y,1,10.2,3.89,7,9.2,3.6,,9/17/24,Y,1,10.6,4.15,20,12,4.9,
236,2024-0276-4,2024-0276,4,T,107 - 4,5/3/24,Y,N,Y,2.49,1,16.1,9.2,4.8,7,Y,Y,Y,N,,6/13/24,Y,N,Y,1,16.2,2.97,8,9,4.2,,7/12/24,Y,N,3/18/24,,Y,1,15.9,3.76,8,9.8,5.5,,8/15/24,Y,1,16.2,4.34,8,10,5.4,,9/17/24,Y,2,16.5,3.67,24,11.5,5.3,
237,2024-0249-2,2024-0249,2,T,30 - 2,5/3/24,N,Y,Y,0.81,1,6.5,5.1,2.7,3,Y,Y,Y,Y,,6/13/24,N,Y,Y,1,8.3,1.53,7,6.4,3.1,,7/12/24,N,Y,-,4/8/24,Y,1,8.1,4.1,7,6.7,3,,8/15/24,Y,1,11,3.31,17,6.9,3.2,,9/17/24,Y,1,14.9,5.69,25,13,5.1,
238,2024-0262-2,2024-0262,2,T,50 - 2,5/3/24,Y,Y,Y,2.14,1,8.3,9.3,5.2,5,Y,Y,Y,Y,,6/13/24,Y,Y,Y,1,9.4,2.73,8,9.2,4.9,,7/12/24,Y,Y,3/11/24,4/1/24,Y,1,8.6,3.21,8,9.4,5,,8/15/24,Y,1,9.7,3.75,12,9.6,5,,9/17/24,Y,2,10.6,5.27,14,11.7,5.1,
239,2024-0274-2,2024-0274,2,T,103 - 2,5/3/24,Y,N,Y,NA,1,0.3,NA,NA,0,Y,N,N,N,Too small to measure basal diameter.,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,2/28/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
240,2024-0269-6,2024-0269,6,T,93 - 6,5/3/24,Y,N,Y,0.67,2,0.9,NA,NA,0,Y,N,N,N,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,3/18/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
241,2024-0229-3,2024-0229,3,F,5 - 3,5/3/24,Y,N,Y,0.62,2,1,NA,NA,0,Y,N,N,Y,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,Y,4/22/24,5/6/24,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
242,2024-0250-4,2024-0250,4,T,31 - 4,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
243,2024-0247-11,2024-0247,11,T,28 - 11,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
244,2024-0232-2,2024-0232,2,T,8 - 2,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
245,2024-0244-15,2024-0244,15,T,24 - 15,5/3/24,N,Y,Y,0.96,1,5.4,5,2.6,4,Y,N,Y,Y,,6/13/24,N,Y,Y,1,9.5,1.7,10,7,3.4,,7/12/24,N,Y,-,4/8/24,Y,1,9.6,2.67,10,7.1,3.2,,8/15/24,Y,1,9.6,2.36,10,7.1,3.5,,9/17/24,Y,1,10,2.86,16,8.2,3.8,
246,2024-0262-1,2024-0262,1,T,50 - 1,5/3/24,Y,Y,Y,2.25,1,7.5,9.8,4.2,7,Y,Y,Y,Y,,6/13/24,Y,Y,Y,1,9,2.98,10,8.5,4,,7/12/24,Y,Y,3/5/24,4/15/24,Y,1,9.1,3.56,10,9.2,4.1,,8/15/24,Y,1,9.1,3.74,10,9.8,4,,9/17/24,Y,1,9,3.67,10,8.9,4,
247,2024-0254-10,2024-0254,10,F,38 - 10,5/3/24,Y,N,Y,0.94,4,1,NA,NA,0,Y,N,N,N,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,Y,4/15/24,5/28/24,Y,3,1.4,0.82,0,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
248,2024-0278-4,2024-0278,4,T,110 - 4,5/3/24,N,Y,Y,1.3,1,4.8,6.1,3.3,3,Y,Y,N,N,,6/13/24,N,Y,Y,1,8.6,1.58,7,6.9,3.2,,7/12/24,N,Y,-,4/15/24,Y,1,8.5,1.91,8,6.9,3.4,,8/15/24,Y,1,10.8,2.65,13,6.9,3.5,,9/17/24,Y,1,14.5,2.85,16,11.2,4.7,
249,2024-0266-14,2024-0266,14,T,76 - 14,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
250,2024-0239-7,2024-0239,7,T,17 - 7,5/3/24,Y,Y,Y,2.47,1,10.4,8.8,4.6,9,Y,Y,Y,N,,6/13/24,Y,Y,Y,1,10.6,3.18,9,7,3.2,,7/12/24,Y,Y,3/5/24,3/18/24,Y,1,10.4,3.62,9,9.5,4.4,,8/15/24,Y,1,11.2,3.86,9,9.7,4.7,,9/17/24,Y,1,11,4.23,14,7.4,3.7,
251,2024-0229-1,2024-0229,1,F,5 - 1,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
252,2024-0225-17,2024-0225,17,T,1 - 17,5/3/24,Y,Y,Y,3.01,1,17,6.3,3.5,6,Y,Y,N,N,,6/13/24,Y,Y,Y,1,20.7,3.99,11,11.6,4.7,,7/12/24,Y,Y,3/25/24,4/15/24,Y,1,19.2,3.95,11,12.2,4.8,,8/15/24,Y,1,21.7,5.5,11,12.3,4.9,,9/17/24,Y,1,20.6,4.52,19,11.9,4.3,
253,2024-0242-3,2024-0242,3,T,22 - 3,5/3/24,Y,Y,Y,1.26,1,6,4.3,2.1,7,Y,Y,N,N,,6/13/24,Y,Y,Y,1,7.9,2.12,8,8.9,4.5,,7/12/24,Y,Y,2/13/24,4/15/24,Y,1,7.6,3.05,7,9.4,4.6,,8/15/24,Y,1,7.7,4.72,7,9.3,4.5,,9/17/24,Y,3,13,2.6,25,9.3,4.7,
254,2024-0274-17,2024-0274,17,T,103 - 17,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
255,2024-0274-7,2024-0274,7,T,103 - 7,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
256,2024-0277-3,2024-0277,3,T,108 - 3,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
257,2024-0228-12,2024-0228,12,F,4 - 12,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
258,2024-0226-8,2024-0226,8,T,2 - 8,5/3/24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No green stem.,6/13/24,N,N,Y,2,2,0.53,5,1.9,1.1,,7/12/24,N,N,-,,Y,2,3.9,0.74,12,5,2.1,,8/15/24,Y,2,5.5,1.49,21,5.1,2.3,,9/17/24,Y,1,10,1.82,25,10.4,5,
259,2024-0244-13,2024-0244,13,T,24 - 13,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
260,2024-0237-15,2024-0237,15,T,13 - 15,5/3/24,Y,Y,Y,1.46,1,8.5,10.2,5,4,Y,Y,Y,Y,,6/13/24,Y,Y,Y,1,9.6,2.64,6,8.1,3.5,,7/12/24,Y,Y,3/18/24,4/15/24,Y,1,9.8,3.34,6,8.5,3.6,,8/15/24,Y,1,10,4.11,6,8.6,3.6,,9/17/24,Y,3,10.1,5.47,13,12.3,5.2,
261,2024-0244-22,2024-0244,22,T,24 - 22,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
262,2024-0239-17,2024-0239,17,T,17 - 17,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
263,2024-0234-9,2024-0234,9,T,10 - 9,5/3/24,Y,Y,Y,1.94,1,9.2,9.9,4.1,4,Y,Y,Y,N,,6/13/24,Y,Y,Y,1,9.3,2.86,6,10.9,4.2,,7/12/24,Y,Y,3/11/24,4/15/24,Y,1,10.5,3.29,6,12.5,4.6,,8/15/24,Y,1,10.7,4.15,6,12.3,4.5,,9/17/24,Y,1,10.2,4.55,16,12,4.5,
264,2024-0249-17,2024-0249,17,T,30 - 17,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
